_id,Type,Latitude,Longitude,Message,small_area,big_area,weather_forecast_type,weather_forecast,datetime_ios
62c48909daac7e380912c6cf,Accident,1.3976158981333522,103.90365893716313,(6/7)1:44 Accident on Tampines Expressway towards Punggol Road. Avoid right lane.,Punggol,East,Cloudy,Cloudy,2022-07-06T01:44:00
62c495e8daac7e380912c70e,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49714daac7e380912c710,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49840daac7e380912c711,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4996cdaac7e380912c712,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49a98daac7e380912c713,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49bc4daac7e380912c714,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49cf0daac7e380912c715,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49e1cdaac7e380912c716,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c49f48daac7e380912c717,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a074daac7e380912c718,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a1a0daac7e380912c719,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a2ccdaac7e380912c71a,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a3f8daac7e380912c71b,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a524daac7e380912c71c,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a650daac7e380912c71d,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a77cdaac7e380912c71e,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a8a8daac7e380912c71f,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4a9d4daac7e380912c720,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4ab00daac7e380912c721,Accident,1.3007634217463104,103.85590504186082,(6/7)3:43 Accident on Victoria Street near Rochor Road/Victoria Street Junction.,Kallang,East,Rain,Light Rain,2022-07-06T03:43:00
62c4c39cdaac7e380912c72a,Accident,1.3684082436431246,103.94385267234146,(6/7)7:00 Accident on TPE (towards SLE) at Tampines Ave 12 Entrance.,Pasir Ris,East,Rain,Light Rain,2022-07-06T07:00:00
62c4c4c8daac7e380912c72e,Accident,1.3684082436431246,103.94385267234146,(6/7)7:00 Accident on TPE (towards SLE) at Tampines Ave 12 Entrance.,Pasir Ris,East,Rain,Light Rain,2022-07-06T07:00:00
62c4c5f4daac7e380912c734,Accident,1.3684082436431246,103.94385267234146,(6/7)7:00 Accident on TPE (towards SLE) at Tampines Ave 12 Entrance.,Pasir Ris,East,Rain,Light Rain,2022-07-06T07:00:00
62c4caa4daac7e380912c73c,Accident,1.3584257212476836,103.90268839738603,(6/7)7:32 Accident on KPE (towards ECP) after Tampines Rd Exit.,Paya Lebar,East,Rain,Light Rain,2022-07-06T07:32:00
62c4cbd1daac7e380912c741,Accident,1.3584257212476836,103.90268839738603,(6/7)7:32 Accident on KPE (towards ECP) after Tampines Rd Exit.,Paya Lebar,East,Cloudy,Cloudy,2022-07-06T07:32:00
62c4d2d8daac7e380912c751,Accident,1.3198256060571025,103.75566591237254,(6/7)8:06 Accident on AYE (towards MCE) after Jurong Town Hall Entrance. Avoid lane 1.,Clementi,West,Cloudy,Cloudy,2022-07-06T08:06:00
62c4db0cdaac7e380912c78e,Accident,1.4025471678462929,103.77342851118694,(6/7)8:41 Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 4.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T08:41:00
62c4db0cdaac7e380912c790,Accident,1.3826531284749628,103.77551181072971,(6/7)8:39 Accident on BKE (towards PIE) after KJE Exit. Avoid lanes 1 and 2.,Bukit Panjang,West,Cloudy,Cloudy,2022-07-06T08:39:00
62c4dc38daac7e380912c792,Accident,1.4025471678462929,103.77342851118694,(6/7)8:41 Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 4.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T08:41:00
62c4dd64daac7e380912c794,Accident,1.4025471678462929,103.77342851118694,(6/7)8:41 Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lane 4.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T08:41:00
62c4e6c5daac7e380912c7b3,Accident,1.3826531284749628,103.77551181072971,(6/7)8:39 Accident on BKE (towards PIE) after KJE Exit with congestion till Mandai Rd Exit.,Bukit Panjang,West,Cloudy,Cloudy,2022-07-06T08:39:00
62c4ea48daac7e380912c7c4,Accident,1.4111058261096572,103.7716023582533,(6/7)9:43 Accident on BKE (towards PIE) before Mandai Rd Exit. Avoid lane 2.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T09:43:00
62c4f024daac7e380912c7e8,Accident,1.4204094193640564,103.76994009092252,(6/7)10:08 Accident on BKE (towards Woodlands) at SLE Exit.,Sungei Kadut,North,Rain,Light Showers,2022-07-06T10:08:00
62c4f155daac7e380912c7fd,Accident,1.4204094193640564,103.76994009092252,(6/7)10:08 Accident on BKE (towards Woodlands) at SLE Exit.,Sungei Kadut,North,Rain,Light Showers,2022-07-06T10:08:00
62c4f155daac7e380912c81b,Accident,1.4111058261096572,103.7716023582533,(6/7)9:43 Accident on BKE (towards PIE) before Mandai Rd Exit. Avoid lane 2.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T09:43:00
62c50794daac7e380912c86e,Accident,1.3013628181714494,103.84300607670703,(6/7)11:53 Accident in CTE Tunnel (towards AYE) after Orchard Rd Exit.,City,Central,Cloudy,Cloudy,2022-07-06T11:53:00
62c508c7daac7e380912c870,Accident,1.3013628181714494,103.84300607670703,(6/7)11:55 Accident in CTE Tunnel (towards AYE) after Orchard Rd Exit. Avoid lane 3.,City,Central,Cloudy,Cloudy,2022-07-06T11:55:00
62c509ecdaac7e380912c8d7,Accident,1.3013628181714494,103.84300607670703,(6/7)11:55 Accident in CTE Tunnel (towards AYE) after Orchard Rd Exit. Avoid lane 3.,City,Central,Cloudy,Cloudy,2022-07-06T11:55:00
62c50b18daac7e380912c8da,Accident,1.3013628181714494,103.84300607670703,(6/7)11:55 Accident in CTE Tunnel (towards AYE) after Orchard Rd Exit. Avoid lane 3.,City,Central,Cloudy,Cloudy,2022-07-06T11:55:00
62c50c4cdaac7e380912c8dc,Accident,1.3013628181714494,103.84300607670703,(6/7)11:55 Accident in CTE Tunnel (towards AYE) after Orchard Rd Exit. Avoid lane 3.,City,Central,Cloudy,Cloudy,2022-07-06T11:55:00
62c50d78daac7e380912c944,Accident,1.3013628181714494,103.84300607670703,(6/7)11:55 Accident in CTE Tunnel (towards AYE) after Orchard Rd Exit. Avoid lane 3.,City,Central,Cloudy,Cloudy,2022-07-06T11:55:00
62c5134cdaac7e380912c9b1,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c51478daac7e380912c9b4,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c515a4daac7e380912c9b7,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c51b8ddaac7e380912c9be,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c51b8ddaac7e380912c9bf,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c51f04daac7e380912ca72,Accident,1.3240628274453,103.87211281903195,(6/7)13:31 Accident on Pan Island Expressway (towards Bendemeer Road) after Kallang Bahru. Avoid right lane.,Geylang,East,Cloudy,Cloudy,2022-07-06T13:31:00
62c51f04daac7e380912ca73,Accident,1.2858938843020185,103.8536298162238,(6/7)13:28 Accident on Fullerton Road (towards Shenton Way) after Fullerton Road. Avoid left lane.,City,Central,Cloudy,Cloudy,2022-07-06T13:28:00
62c52030daac7e380912ca76,Accident,1.3240628274453,103.87211281903195,(6/7)13:31 Accident on Pan Island Expressway (towards Bendemeer Road) after Kallang Bahru. Avoid right lane.,Geylang,East,Cloudy,Cloudy,2022-07-06T13:31:00
62c523bcdaac7e380912ca7e,Accident,1.2858938843020185,103.8536298162238,(6/7)13:28 Accident on Fullerton Road (towards Shenton Way) after Fullerton Road. Avoid left lane.,City,Central,Cloudy,Cloudy,2022-07-06T13:28:00
62c523bcdaac7e380912ca83,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c5367cdaac7e380912cb04,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c53c584d657c807960a9eb,Accident,1.3023519334015174,103.85645074283246,(6/7)12:38 Accident on Ophir Road (towards Victoria Street) after Queen Street.,Kallang,East,Cloudy,Cloudy,2022-07-06T12:38:00
62c562fc0631e24b4074ddf5,Accident,1.3226764700600904,103.67855791293616,(6/7)18:22 Accident on AYE (towards MCE) after Benoi Rd Exit with congestion till PIE Entrance. Avoid lanes 2 and 3.,Pioneer,West,Cloudy,Cloudy,2022-07-06T18:22:00
62c562fc0631e24b4074ddf6,Accident,1.3549100838419639,103.69761331176383,(6/7)18:20 Accident on PIE (towards Changi Airport) after Jalan Bahar. Avoid lanes 1 and 2.,Jurong West,West,Cloudy,Cloudy,2022-07-06T18:20:00
62c56a060631e24b4074de09,Accident,1.3226764700600904,103.67855791293616,(6/7)18:22 Accident on AYE (towards MCE) after Benoi Rd Exit with congestion till PIE Exit. Avoid lanes 2 and 3.,Pioneer,West,Cloudy,Cloudy,2022-07-06T18:22:00
62c56a060631e24b4074de0a,Accident,1.3549100838419639,103.69761331176383,(6/7)18:20 Accident on PIE (towards Changi Airport) after Jalan Bahar with congestion till Pioneer Rd Nth. Avoid lane 1.,Jurong West,West,Cloudy,Cloudy,2022-07-06T18:20:00
62c56c5c0631e24b4074de1a,Accident,1.4190468931905882,103.76982005864352,(6/7)19:01 Accident on BKE (towards Woodlands) at Turf Club Ave Exit.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T19:01:00
62c572390631e24b4074de1f,Accident,1.4190468931905882,103.76982005864352,(6/7)19:01 Accident on BKE (towards Woodlands) at Turf Club Ave Exit.,Sungei Kadut,North,Cloudy,Cloudy,2022-07-06T19:01:00
62c572390631e24b4074de23,Accident,1.3226764700600904,103.67855791293616,(6/7)18:22 Accident on AYE (towards MCE) after Benoi Rd Exit with congestion till PIE Exit. Avoid lanes 2 and 3.,Pioneer,West,Cloudy,Cloudy,2022-07-06T18:22:00
62c589a80631e24b4074de70,Accident,1.3335157782089175,103.88974292743701,(6/7)21:06 Accident on KPE (towards TPE) after Upper Paya Lebar Rd Exit.,Geylang,East,Cloudy,Cloudy,2022-07-06T21:06:00
